filename,dut,dut_version,os_version,config,test_case,line_number,timestamp,run_date,status,suite,raw_line,failure_freq_suite,failure_freq_dut,execution_duration,time_since_last_failure,recent_failure_flag,config_hash,cluster,root_cause_label,keywords,anomaly_score,is_anomaly,log_id,message_snippet,cluster_label,predicted_label,actual_status,confidence,lowconfidenceflag,fail_flag,failure_rate,suite_fail_rate,dut_fail_rate,regression_group,schedule_cycle,past_failure_frequency
tc_conf_dtmf_dtg_002_20240730-144838.log,Asterisk,1.0,Linux,drmf_atserisk_testing,tc_conf_dtmf_dtg_002,687,2024-07-30 14:49:33.854,2024-07-30,ABORT,dtmf,14:49:33.854 # TEST CASE ABORTED : DTMF RTP session packets are not received on TEE.,46.0,31.0,17,0.0,0,50918620,-1,Normal,No keywords,0.0014643240669884,0,216,DTMF RTP session packets are not received on TEE....,-1,ABORT,ABORT,1.0,0,0,0.0,0.022584033613445378,0.03988183161004431,0,11,0
tc_conf_dtmf_dtg_002_20240730-144838.log,Asterisk,1.0,Linux,drmf_atserisk_testing,tc_conf_dtmf_dtg_002,699,2024-07-30 14:49:34.856,2024-07-30,ABORT,dtmf,14:49:34.856 # Result: ABORTED  DTMF RTP session packets are not received on TEE##                .                                               #,46.0,31.0,19,0.0,0,50918620,-1,Normal,No keywords,0.0015062324821941,0,217,DTMF RTP session packets are not received on TEE##                .                                               #...,-1,ABORT,ABORT,1.0,0,0,0.0,0.022584033613445378,0.03988183161004431,0,12,0
tc_conf_dtmf_dtg_002_20240730-145005.log,Asterisk,1.0,Linux,drmf_atserisk_testing,tc_conf_dtmf_dtg_002,2893,2024-07-30 14:51:00.619,2024-07-30,PASS,dtmf,"14:51:00.619 # TEST CASE PASSED :DUT(IP-PABX) has sent DTMF RTP event packets  with valid values (M bit, E bit, Duration  Field and Sequence Number).",46.0,31.0,57,0.0,0,50918620,-1,Normal,No keywords,0.0461625691731829,0,218,No Error...,-1,PASS,PASS,1.0,0,0,0.0,0.022584033613445378,0.03988183161004431,0,13,0
tc_conf_dtmf_dtg_002_20240730-145005.log,Asterisk,1.0,Linux,drmf_atserisk_testing,tc_conf_dtmf_dtg_002,2905,2024-07-30 14:51:01.621,2024-07-30,PASS,dtmf,14:51:01.621 * Result: PASSED  DUT(IP-PABX) has sent DTMF RTP event packets    *,46.0,31.0,32,0.0,0,50918620,-1,Normal,No keywords,0.0469705206366996,0,219,No Error...,-1,PASS,PASS,1.0,0,0,0.0,0.022584033613445378,0.03988183161004431,0,14,0
tc_conf_dtmf_dtg_002_20240730-145715.log,Asterisk,1.0,Linux,drmf_atserisk_testing,tc_conf_dtmf_dtg_002,687,2024-07-30 14:58:08.374,2024-07-30,ABORT,dtmf,14:58:08.374 # TEST CASE ABORTED : DTMF RTP session packets are not received on TEE.,46.0,31.0,53,0.0,0,50918620,-1,Normal,No keywords,0.0015725376285108,0,220,DTMF RTP session packets are not received on TEE....,-1,ABORT,ABORT,1.0,0,0,0.0,0.022584033613445378,0.03988183161004431,0,15,0
tc_conf_dtmf_dtg_002_20240730-145715.log,Asterisk,1.0,Linux,drmf_atserisk_testing,tc_conf_dtmf_dtg_002,699,2024-07-30 14:58:09.377,2024-07-30,ABORT,dtmf,14:58:09.377 # Result: ABORTED  DTMF RTP session packets are not received on TEE##                .                                               #,46.0,31.0,34,0.0,0,50918620,-1,Normal,No keywords,0.0024739159760094,0,221,DTMF RTP session packets are not received on TEE##                .                                               #...,-1,ABORT,ABORT,1.0,0,0,0.0,0.022584033613445378,0.03988183161004431,0,16,0
tc_conf_dtmf_dtg_002_20240730-145813.log,Asterisk,1.0,Linux,drmf_atserisk_testing,tc_conf_dtmf_dtg_002,689,2024-07-30 14:59:16.666,2024-07-30,ABORT,dtmf,14:59:16.666 # TEST CASE ABORTED : DTMF RTP session packets are not received on TEE.,46.0,31.0,25,0.0,0,50918620,-1,Normal,No keywords,0.0019200900683301,0,222,DTMF RTP session packets are not received on TEE....,-1,ABORT,ABORT,1.0,0,0,0.0,0.022584033613445378,0.03988183161004431,0,17,0
tc_conf_dtmf_dtg_002_20240730-145813.log,Asterisk,1.0,Linux,drmf_atserisk_testing,tc_conf_dtmf_dtg_002,701,2024-07-30 14:59:17.668,2024-07-30,ABORT,dtmf,14:59:17.668 # Result: ABORTED  DTMF RTP session packets are not received on TEE##                .                                               #,46.0,31.0,27,0.0,0,50918620,-1,Normal,No keywords,0.0019200900683301,0,223,DTMF RTP session packets are not received on TEE##                .                                               #...,-1,ABORT,ABORT,1.0,0,0,0.0,0.022584033613445378,0.03988183161004431,0,18,0
tc_conf_dtmf_dtg_002_20240730-150740.log,Asterisk,1.0,Linux,drmf_atserisk_testing,tc_conf_dtmf_dtg_002,562,2024-07-30 15:08:13.721,2024-07-30,ABORT,dtmf,15:08:13.721 # TEST CASE ABORTED : Could not send SIP REGISTER request to the DUT.,46.0,31.0,53,0.0,0,50918620,-1,Normal,No keywords,0.0326803811764675,0,224,Could not send SIP REGISTER request to the DUT....,-1,ABORT,ABORT,0.7649960317460319,0,0,0.0,0.022584033613445378,0.03988183161004431,0,19,0
tc_conf_dtmf_dtg_002_20240730-150740.log,Asterisk,1.0,Linux,drmf_atserisk_testing,tc_conf_dtmf_dtg_002,574,2024-07-30 15:08:14.724,2024-07-30,ABORT,dtmf,15:08:14.724 # Result: ABORTED  Could not send SIP REGISTER request to the DUT. #,46.0,31.0,20,0.0,0,50918620,-1,Normal,No keywords,0.032941395761952,0,225,Could not send SIP REGISTER request to the DUT. #...,-1,ABORT,ABORT,0.7649960317460319,0,0,0.0,0.022584033613445378,0.03988183161004431,0,20,0
tc_conf_dtmf_dtg_002_20240730-150858.log,Asterisk,1.0,Linux,drmf_atserisk_testing,tc_conf_dtmf_dtg_002,693,2024-07-30 15:09:52.409,2024-07-30,ABORT,dtmf,15:09:52.409 # TEST CASE ABORTED : DTMF RTP session packets are not received on TEE.,46.0,31.0,12,0.0,0,50918620,-1,Normal,No keywords,-0.0002934031021976,1,226,DTMF RTP session packets are not received on TEE....,-1,ABORT,ABORT,1.0,0,0,0.0,0.022584033613445378,0.03988183161004431,0,21,0
tc_conf_dtmf_dtg_002_20240730-150858.log,Asterisk,1.0,Linux,drmf_atserisk_testing,tc_conf_dtmf_dtg_002,705,2024-07-30 15:09:53.412,2024-07-30,ABORT,dtmf,15:09:53.412 # Result: ABORTED  DTMF RTP session packets are not received on TEE##                .                                               #,46.0,31.0,48,0.0,0,50918620,-1,Normal,No keywords,0.0018745601941905,0,227,DTMF RTP session packets are not received on TEE##                .                                               #...,-1,ABORT,ABORT,1.0,0,0,0.0,0.022584033613445378,0.03988183161004431,0,22,0
tc_conf_dtmf_dtg_002_20240730-151520.log,Asterisk,1.0,Linux,drmf_atserisk_testing,tc_conf_dtmf_dtg_002,687,2024-07-30 15:16:33.959,2024-07-30,ABORT,dtmf,15:16:33.959 # TEST CASE ABORTED : DTMF RTP session packets are not received on TEE.,46.0,31.0,13,0.0,0,50918620,-1,Normal,No keywords,-0.000137846115175,1,228,DTMF RTP session packets are not received on TEE....,-1,ABORT,ABORT,1.0,0,0,0.0,0.022584033613445378,0.03988183161004431,0,23,0
tc_conf_dtmf_dtg_002_20240730-151520.log,Asterisk,1.0,Linux,drmf_atserisk_testing,tc_conf_dtmf_dtg_002,699,2024-07-30 15:16:34.963,2024-07-30,ABORT,dtmf,15:16:34.963 # Result: ABORTED  DTMF RTP session packets are not received on TEE##                .                                               #,46.0,31.0,37,0.0,0,50918620,-1,Normal,No keywords,0.0024284006556134,0,229,DTMF RTP session packets are not received on TEE##                .                                               #...,-1,ABORT,ABORT,1.0,0,0,0.0,0.022584033613445378,0.03988183161004431,0,24,0
tc_conf_dtmf_dtg_002_20240730-151933.log,Asterisk,1.0,Linux,drmf_atserisk_testing,tc_conf_dtmf_dtg_002,2897,2024-07-30 15:20:27.442,2024-07-30,PASS,dtmf,"15:20:27.442 # TEST CASE PASSED :DUT(IP-PABX) has sent DTMF RTP event packets  with valid values (M bit, E bit, Duration  Field and Sequence Number).",46.0,31.0,46,0.0,0,50918620,-1,Normal,No keywords,0.0466513664054263,0,230,No Error...,-1,PASS,PASS,1.0,0,0,0.0,0.022584033613445378,0.03988183161004431,0,25,0
tc_conf_dtmf_dtg_002_20240730-151933.log,Asterisk,1.0,Linux,drmf_atserisk_testing,tc_conf_dtmf_dtg_002,2909,2024-07-30 15:20:28.364,2024-07-30,PASS,dtmf,15:20:28.364 * Result: PASSED  DUT(IP-PABX) has sent DTMF RTP event packets    *,46.0,31.0,45,0.0,0,50918620,-1,Normal,No keywords,0.0467668370088432,0,231,No Error...,-1,PASS,PASS,1.0,0,0,0.0,0.022584033613445378,0.03988183161004431,0,26,0
tc_conf_dtmf_dtg_002_20240730-155000.log,Asterisk,1.0,Linux,drmf_atserisk_testing,tc_conf_dtmf_dtg_002,2897,2024-07-30 15:51:05.853,2024-07-30,PASS,dtmf,"15:51:05.853 # TEST CASE PASSED :DUT(IP-PABX) has sent DTMF RTP event packets  with valid values (M bit, E bit, Duration  Field and Sequence Number).",46.0,31.0,38,0.0,0,50918620,-1,Normal,No keywords,0.046922972825887,0,232,No Error...,-1,PASS,PASS,1.0,0,0,0.0,0.022584033613445378,0.03988183161004431,0,27,0
tc_conf_dtmf_dtg_002_20240730-155000.log,Asterisk,1.0,Linux,drmf_atserisk_testing,tc_conf_dtmf_dtg_002,2909,2024-07-30 15:51:06.737,2024-07-30,PASS,dtmf,15:51:06.737 * Result: PASSED  DUT(IP-PABX) has sent DTMF RTP event packets    *,46.0,31.0,49,0.0,0,50918620,-1,Normal,No keywords,0.0466513664054263,0,233,No Error...,-1,PASS,PASS,1.0,0,0,0.0,0.022584033613445378,0.03988183161004431,0,28,0
tc_conf_dtmf_dtg_002_20240730-155338.log,Asterisk,1.0,Linux,drmf_atserisk_testing,tc_conf_dtmf_dtg_002,2889,2024-07-30 15:54:33.010,2024-07-30,PASS,dtmf,"15:54:33.010 # TEST CASE PASSED :DUT(IP-PABX) has sent DTMF RTP event packets  with valid values (M bit, E bit, Duration  Field and Sequence Number).",46.0,31.0,22,0.0,0,50918620,-1,Normal,No keywords,0.0468986388042603,0,234,No Error...,-1,PASS,PASS,1.0,0,0,0.0,0.022584033613445378,0.03988183161004431,0,29,0
tc_conf_dtmf_dtg_002_20240730-155338.log,Asterisk,1.0,Linux,drmf_atserisk_testing,tc_conf_dtmf_dtg_002,2901,2024-07-30 15:54:33.979,2024-07-30,PASS,dtmf,15:54:33.979 * Result: PASSED  DUT(IP-PABX) has sent DTMF RTP event packets    *,46.0,31.0,18,0.0,0,50918620,-1,Normal,No keywords,0.0468986388042603,0,235,No Error...,-1,PASS,PASS,1.0,0,0,0.0,0.022584033613445378,0.03988183161004431,0,30,0
tc_conf_dtmf_dtg_002_20240730-155510.log,Asterisk,1.0,Linux,drmf_atserisk_testing,tc_conf_dtmf_dtg_002,2893,2024-07-30 15:56:07.948,2024-07-30,PASS,dtmf,"15:56:07.948 # TEST CASE PASSED :DUT(IP-PABX) has sent DTMF RTP event packets  with valid values (M bit, E bit, Duration  Field and Sequence Number).",46.0,31.0,59,0.0,0,50918620,-1,Normal,No keywords,0.0461625691731829,0,236,No Error...,-1,PASS,PASS,1.0,0,0,0.0,0.022584033613445378,0.03988183161004431,0,31,0
tc_conf_dtmf_dtg_002_20240730-155510.log,Asterisk,1.0,Linux,drmf_atserisk_testing,tc_conf_dtmf_dtg_002,2905,2024-07-30 15:56:08.890,2024-07-30,PASS,dtmf,15:56:08.890 * Result: PASSED  DUT(IP-PABX) has sent DTMF RTP event packets    *,46.0,31.0,11,0.0,0,50918620,-1,Normal,No keywords,0.0460372373510614,0,237,No Error...,-1,PASS,PASS,1.0,0,0,0.0,0.022584033613445378,0.03988183161004431,0,32,0
tc_conf_dtmf_dtg_002_20240730-155735.log,Asterisk,1.0,Linux,drmf_atserisk_testing,tc_conf_dtmf_dtg_002,687,2024-07-30 15:58:29.116,2024-07-30,ABORT,dtmf,15:58:29.116 # TEST CASE ABORTED : DTMF RTP session packets are not received on TEE.,46.0,31.0,40,0.0,0,50918620,-1,Normal,No keywords,0.0027667596411009,0,238,DTMF RTP session packets are not received on TEE....,-1,ABORT,ABORT,1.0,0,0,0.0,0.022584033613445378,0.03988183161004431,0,33,0
tc_conf_dtmf_dtg_002_20240730-155735.log,Asterisk,1.0,Linux,drmf_atserisk_testing,tc_conf_dtmf_dtg_002,699,2024-07-30 15:58:30.120,2024-07-30,ABORT,dtmf,15:58:30.120 # Result: ABORTED  DTMF RTP session packets are not received on TEE##                .                                               #,46.0,31.0,29,0.0,0,50918620,-1,Normal,No keywords,0.0016995952113709,0,239,DTMF RTP session packets are not received on TEE##                .                                               #...,-1,ABORT,ABORT,1.0,0,0,0.0,0.022584033613445378,0.03988183161004431,0,34,0
tc_conf_dtmf_dtg_002_20240730-160854.log,Asterisk,1.0,Linux,drmf_atserisk_testing,tc_conf_dtmf_dtg_002,2893,2024-07-30 16:10:04.605,2024-07-30,PASS,dtmf,"16:10:04.605 # TEST CASE PASSED :DUT(IP-PABX) has sent DTMF RTP event packets  with valid values (M bit, E bit, Duration  Field and Sequence Number).",46.0,31.0,56,0.0,0,50918620,-1,Normal,No keywords,0.0461625691731829,0,240,No Error...,-1,PASS,PASS,1.0,0,0,0.0,0.022584033613445378,0.03988183161004431,0,35,0
tc_conf_dtmf_dtg_002_20240730-160854.log,Asterisk,1.0,Linux,drmf_atserisk_testing,tc_conf_dtmf_dtg_002,2905,2024-07-30 16:10:05.581,2024-07-30,PASS,dtmf,16:10:05.581 * Result: PASSED  DUT(IP-PABX) has sent DTMF RTP event packets    *,46.0,31.0,53,0.0,0,50918620,-1,Normal,No keywords,0.0464303630087702,0,241,No Error...,-1,PASS,PASS,1.0,0,0,0.0,0.022584033613445378,0.03988183161004431,0,36,0
tc_conf_dtmf_dtg_002_20240731-190817.log,Asterisk,1.0,Linux,drmf_atserisk_testing,tc_conf_dtmf_dtg_002,2897,2024-07-31 19:10:50.456,2024-07-31,PASS,dtmf,"19:10:50.456 # TEST CASE PASSED :DUT(IP-PABX) has sent DTMF RTP event packets  with valid values (M bit, E bit, Duration  Field and Sequence Number).",46.0,31.0,40,0.0,0,50918620,-1,Normal,No keywords,0.046922972825887,0,330,No Error...,-1,PASS,PASS,1.0,0,0,0.0,0.022584033613445378,0.03988183161004431,0,37,0
tc_conf_dtmf_dtg_002_20240731-190817.log,Asterisk,1.0,Linux,drmf_atserisk_testing,tc_conf_dtmf_dtg_002,2909,2024-07-31 19:10:51.395,2024-07-31,PASS,dtmf,19:10:51.395 * Result: PASSED  DUT(IP-PABX) has sent DTMF RTP event packets    *,46.0,31.0,44,0.0,0,50918620,-1,Normal,No keywords,0.0467668370088432,0,331,No Error...,-1,PASS,PASS,1.0,0,0,0.0,0.022584033613445378,0.03988183161004431,0,38,0
tc_conf_dtmf_dtg_002_20240731-192353.log,Asterisk,1.0,Linux,drmf_atserisk_testing,tc_conf_dtmf_dtg_002,2897,2024-07-31 19:28:04.220,2024-07-31,PASS,dtmf,"19:28:04.220 # TEST CASE PASSED :DUT(IP-PABX) has sent DTMF RTP event packets  with valid values (M bit, E bit, Duration  Field and Sequence Number).",46.0,31.0,45,0.0,0,50918620,-1,Normal,No keywords,0.0467668370088432,0,332,No Error...,-1,PASS,PASS,1.0,0,0,0.0,0.022584033613445378,0.03988183161004431,0,39,0
tc_conf_dtmf_dtg_002_20240731-192353.log,Asterisk,1.0,Linux,drmf_atserisk_testing,tc_conf_dtmf_dtg_002,2909,2024-07-31 19:28:05.222,2024-07-31,PASS,dtmf,19:28:05.222 * Result: PASSED  DUT(IP-PABX) has sent DTMF RTP event packets    *,46.0,31.0,23,0.0,0,50918620,-1,Normal,No keywords,0.0468986388042603,0,333,No Error...,-1,PASS,PASS,1.0,0,0,0.0,0.022584033613445378,0.03988183161004431,0,40,0
tc_conf_dtmf_pvg_008_20240801-120208.log,Asterisk,1.0,Linux,dtmf_mizu_pbx,tc_conf_dtmf_pvg_008,672,2024-08-01 12:03:37.020,2024-08-01,ABORT,dtmf,12:03:37.020 # TEST CASE ABORTED : DTMF RTP session packets are not received on TEE.,46.0,31.0,17,0.0,0,28854358,-1,Normal,No keywords,0.0014643240669884,0,354,DTMF RTP session packets are not received on TEE....,-1,ABORT,ABORT,1.0,0,0,0.0,0.022584033613445378,0.03988183161004431,0,41,0
tc_conf_dtmf_pvg_008_20240801-120208.log,Asterisk,1.0,Linux,dtmf_mizu_pbx,tc_conf_dtmf_pvg_008,684,2024-08-01 12:03:38.024,2024-08-01,ABORT,dtmf,12:03:38.024 # Result: ABORTED  DTMF RTP session packets are not received on TEE##                .                                               #,46.0,31.0,34,0.0,0,28854358,-1,Normal,No keywords,0.0024739159760094,0,355,DTMF RTP session packets are not received on TEE##                .                                               #...,-1,ABORT,ABORT,1.0,0,0,0.0,0.022584033613445378,0.03988183161004431,0,42,0
tc_conf_dtmf_pvg_008_20240801-120411.log,Asterisk,1.0,Linux,dtmf_mizu_pbx,tc_conf_dtmf_pvg_008,673,2024-08-01 12:04:56.628,2024-08-01,ABORT,dtmf,12:04:56.628 # TEST CASE ABORTED : DTMF RTP session packets are not received on TEE.,46.0,31.0,38,0.0,0,28854358,-1,Normal,No keywords,0.0022740014546494,0,356,DTMF RTP session packets are not received on TEE....,-1,ABORT,ABORT,1.0,0,0,0.0,0.022584033613445378,0.03988183161004431,0,43,0
tc_conf_dtmf_pvg_008_20240801-120411.log,Asterisk,1.0,Linux,dtmf_mizu_pbx,tc_conf_dtmf_pvg_008,685,2024-08-01 12:04:57.630,2024-08-01,ABORT,dtmf,12:04:57.630 # Result: ABORTED  DTMF RTP session packets are not received on TEE##                .                                               #,46.0,31.0,18,0.0,0,28854358,-1,Normal,No keywords,0.0017383244577587,0,357,DTMF RTP session packets are not received on TEE##                .                                               #...,-1,ABORT,ABORT,1.0,0,0,0.0,0.022584033613445378,0.03988183161004431,0,44,0
tc_conf_dtmf_pvg_008_20240801-121713.log,Asterisk,1.0,Linux,dtmf_mizu_pbx,tc_conf_dtmf_pvg_008,672,2024-08-01 12:17:52.768,2024-08-01,ABORT,dtmf,12:17:52.768 # TEST CASE ABORTED : DTMF RTP session packets are not received on TEE.,46.0,31.0,54,0.0,0,28854358,-1,Normal,No keywords,0.0013403334458916,0,358,DTMF RTP session packets are not received on TEE....,-1,ABORT,ABORT,1.0,0,0,0.0,0.022584033613445378,0.03988183161004431,0,45,0
tc_conf_dtmf_pvg_008_20240801-121713.log,Asterisk,1.0,Linux,dtmf_mizu_pbx,tc_conf_dtmf_pvg_008,684,2024-08-01 12:17:53.770,2024-08-01,ABORT,dtmf,12:17:53.770 # Result: ABORTED  DTMF RTP session packets are not received on TEE##                .                                               #,46.0,31.0,33,0.0,0,28854358,-1,Normal,No keywords,0.0021398285185201,0,359,DTMF RTP session packets are not received on TEE##                .                                               #...,-1,ABORT,ABORT,1.0,0,0,0.0,0.022584033613445378,0.03988183161004431,0,46,0
tc_conf_dtmf_pvg_008_20240801-121807.log,Asterisk,1.0,Linux,dtmf_mizu_pbx,tc_conf_dtmf_pvg_008,672,2024-08-01 12:18:58.727,2024-08-01,ABORT,dtmf,12:18:58.727 # TEST CASE ABORTED : DTMF RTP session packets are not received on TEE.,46.0,31.0,28,0.0,0,28854358,-1,Normal,No keywords,0.0018427845216231,0,360,DTMF RTP session packets are not received on TEE....,-1,ABORT,ABORT,1.0,0,0,0.0,0.022584033613445378,0.03988183161004431,0,47,0
tc_conf_dtmf_pvg_008_20240801-121807.log,Asterisk,1.0,Linux,dtmf_mizu_pbx,tc_conf_dtmf_pvg_008,684,2024-08-01 12:18:59.731,2024-08-01,ABORT,dtmf,12:18:59.731 # Result: ABORTED  DTMF RTP session packets are not received on TEE##                .                                               #,46.0,31.0,17,0.0,0,28854358,-1,Normal,No keywords,0.0014643240669884,0,361,DTMF RTP session packets are not received on TEE##                .                                               #...,-1,ABORT,ABORT,1.0,0,0,0.0,0.022584033613445378,0.03988183161004431,0,48,0
tc_conf_dtmf_pvg_008_20240801-123806.log,Asterisk,1.0,Linux,dtmf_mizu_pbx,tc_conf_dtmf_pvg_008,664,2024-08-01 12:39:04.708,2024-08-01,ABORT,dtmf,12:39:04.708 # TEST CASE ABORTED : DTMF RTP session packets are not received on TEE.,46.0,31.0,10,0.0,0,28854358,-1,Normal,No keywords,-0.0004767187524207,1,362,DTMF RTP session packets are not received on TEE....,-1,ABORT,ABORT,1.0,0,0,0.0,0.022584033613445378,0.03988183161004431,0,49,0
tc_conf_dtmf_pvg_008_20240801-123806.log,Asterisk,1.0,Linux,dtmf_mizu_pbx,tc_conf_dtmf_pvg_008,676,2024-08-01 12:39:05.710,2024-08-01,ABORT,dtmf,12:39:05.710 # Result: ABORTED  DTMF RTP session packets are not received on TEE##                .                                               #,46.0,31.0,23,0.0,0,28854358,-1,Normal,No keywords,0.0018267497590712,0,363,DTMF RTP session packets are not received on TEE##                .                                               #...,-1,ABORT,ABORT,1.0,0,0,0.0,0.022584033613445378,0.03988183161004431,0,50,0
tc_conf_dtmf_pvg_008_20240801-124644.log,Asterisk,1.0,Linux,dtmf_mizu_pbx,tc_conf_dtmf_pvg_008,550,2024-08-01 12:47:20.869,2024-08-01,ABORT,dtmf,12:47:20.869 # TEST CASE ABORTED : User registration could not be completed at DUT.,46.0,31.0,51,0.0,0,28854358,-1,Normal,No keywords,0.0192367546403444,0,364,User registration could not be completed at DUT....,-1,ABORT,ABORT,1.0,0,0,0.0,0.022584033613445378,0.03988183161004431,0,51,0
tc_conf_dtmf_pvg_008_20240801-124644.log,Asterisk,1.0,Linux,dtmf_mizu_pbx,tc_conf_dtmf_pvg_008,562,2024-08-01 12:47:21.871,2024-08-01,ABORT,dtmf,12:47:21.871 # Result: ABORTED  User registration could not be completed at DUT.#,46.0,31.0,32,0.0,0,28854358,-1,Normal,No keywords,0.019546083648708,0,365,User registration could not be completed at DUT.#...,-1,ABORT,ABORT,1.0,0,0,0.0,0.022584033613445378,0.03988183161004431,0,52,0
