filename,dut,dut_version,os_version,config,test_case_id,line_number,timestamp,run_date,status,error_msg,suite,raw_line,failure_freq_suite,failure_freq_dut,execution_duration,time_since_last_failure,recent_failure_flag,config_hash,cluster,root_cause_label,keywords
tc_conf_ipv4_ihg_022_20240725-104110.log,cisco,1.1,Linux,ipv4_cisco_2,tc_func_ipv4_ifg_001.tcl,574,2024-07-25 10:41:36.019,2024-07-25,FAIL,.,ipv4,10:41:36.019 Login failed.,36.0,45.0,22,8330.117,1,21984986,5,Bit / Marker Configuration Error,"#, test, case, not, only"
tc_conf_ipv4_ihg_022_20240725-104110.log,cisco,1.1,Linux,ipv4_cisco_2,tc_func_ipv4_ifg_001.tcl,602,2024-07-25 10:41:36.022,2024-07-25,FAIL,Could not GET ftppackets.txt file from FTP server.,ipv4,10:41:36.022 # TEST CASE FAILED :Could not GET ftppackets.txt file from FTP server.,36.0,45.0,60,0.003,1,21984986,5,Bit / Marker Configuration Error,"#, test, case, not, only"
tc_conf_ipv4_ihg_022_20240725-104110.log,cisco,1.1,Linux,ipv4_cisco_2,tc_func_ipv4_ifg_001.tcl,742,2024-07-25 10:41:42.564,2024-07-25,FAIL,Could not GET ftppackets.txt file from FTP      #,ipv4,10:41:42.564 # Result: FAILED  Could not GET ftppackets.txt file from FTP      #,36.0,45.0,53,6.542,1,21984986,5,Bit / Marker Configuration Error,"#, test, case, not, only"
tc_conf_ipv4_ihg_022_20240725-104208.log,cisco,1.1,Linux,ipv4_cisco_2,tc_func_ipv4_ifg_001.tcl,574,2024-07-25 10:42:33.975,2024-07-25,FAIL,.,ipv4,10:42:33.975 Login failed.,36.0,45.0,18,51.411,1,21984986,5,Bit / Marker Configuration Error,"#, test, case, not, only"
tc_conf_ipv4_ihg_022_20240725-104208.log,cisco,1.1,Linux,ipv4_cisco_2,tc_func_ipv4_ifg_001.tcl,602,2024-07-25 10:42:33.978,2024-07-25,FAIL,Could not GET ftppackets.txt file from FTP server.,ipv4,10:42:33.978 # TEST CASE FAILED :Could not GET ftppackets.txt file from FTP server.,36.0,45.0,58,0.003,1,21984986,5,Bit / Marker Configuration Error,"#, test, case, not, only"
tc_conf_ipv4_ihg_022_20240725-104208.log,cisco,1.1,Linux,ipv4_cisco_2,tc_func_ipv4_ifg_001.tcl,742,2024-07-25 10:42:40.263,2024-07-25,FAIL,Could not GET ftppackets.txt file from FTP      #,ipv4,10:42:40.263 # Result: FAILED  Could not GET ftppackets.txt file from FTP      #,36.0,45.0,57,6.285,1,21984986,5,Bit / Marker Configuration Error,"#, test, case, not, only"
tc_conf_ipv4_ihg_022_20240725-104351.log,cisco,1.1,Linux,ipv4_cisco_2,tc_func_ipv4_ifg_001.tcl,619,2024-07-25 10:45:00.693,2024-07-25,FAIL,to the remote host.,ipv4,10:45:00.693 .     Error:  Connnection failed to the remote host.,36.0,45.0,26,140.43,1,21984986,9,PTP Command / Domain Configuration Error,"command:, ptp, v2bc, v2tc, -1"
tc_conf_ipv4_ihg_022_20240725-104351.log,cisco,1.1,Linux,ipv4_cisco_2,tc_func_ipv4_ifg_001.tcl,649,2024-07-25 10:45:03.763,2024-07-25,FAIL,to the remote host.,ipv4,10:45:03.763 .     Error:  Connnection failed to the remote host.,36.0,45.0,21,3.07,1,21984986,9,PTP Command / Domain Configuration Error,"command:, ptp, v2bc, v2tc, -1"
tc_conf_ipv4_ifg_005_20240729-125538.log,cisco,1.1,Linux,ipv4_cisco_2,tc_conf_ipv4_ifg_005.tcl,242,2024-07-29 12:55:55.279,2024-07-29,FAIL,to the remote host.,ipv4,12:55:55.279 .     Error:  Connnection failed to the remote host.,36.0,45.0,52,0.0,1,21984986,9,PTP Command / Domain Configuration Error,"command:, ptp, v2bc, v2tc, -1"
tc_conf_ipv4_ifg_005_20240729-125538.log,cisco,1.1,Linux,ipv4_cisco_2,tc_conf_ipv4_ifg_005.tcl,243,2024-07-29 12:56:04.995,2024-07-29,FAIL,to the remote host.,ipv4,12:56:04.995 .     Error:  Connnection failed to the remote host.,36.0,45.0,21,9.716,1,21984986,9,PTP Command / Domain Configuration Error,"command:, ptp, v2bc, v2tc, -1"
tc_conf_ipv4_ifg_005_20240729-125538.log,cisco,1.1,Linux,ipv4_cisco_2,tc_conf_ipv4_ifg_005.tcl,269,2024-07-29 12:56:14.716,2024-07-29,FAIL,to the remote host.,ipv4,12:56:14.716 .     Error:  Connnection failed to the remote host.,36.0,45.0,56,9.721,1,21984986,9,PTP Command / Domain Configuration Error,"command:, ptp, v2bc, v2tc, -1"
tc_conf_ipv4_ifg_005_20240729-125538.log,cisco,1.1,Linux,ipv4_cisco_2,tc_conf_ipv4_ifg_005.tcl,414,2024-07-29 12:56:29.552,2024-07-29,FAIL,to the remote host.,ipv4,12:56:29.552 .     Error:  Connnection failed to the remote host.,36.0,45.0,18,14.836,1,21984986,9,PTP Command / Domain Configuration Error,"command:, ptp, v2bc, v2tc, -1"
tc_conf_ipv4_ifg_005_20240729-125538.log,cisco,1.1,Linux,ipv4_cisco_2,tc_conf_ipv4_ifg_005.tcl,517,2024-07-29 12:56:42.800,2024-07-29,FAIL,to the remote host.,ipv4,12:56:42.800 .     Error:  Connnection failed to the remote host.,36.0,45.0,34,13.248,1,21984986,9,PTP Command / Domain Configuration Error,"command:, ptp, v2bc, v2tc, -1"
tc_conf_ipv4_ifg_005_20240729-125538.log,cisco,1.1,Linux,ipv4_cisco_2,tc_conf_ipv4_ifg_005.tcl,518,2024-07-29 12:56:50.904,2024-07-29,FAIL,to the remote host.,ipv4,12:56:50.904 .     Error:  Connnection failed to the remote host.,36.0,45.0,13,8.104,1,21984986,9,PTP Command / Domain Configuration Error,"command:, ptp, v2bc, v2tc, -1"
tc_conf_ipv4_ifg_005_20240729-125538.log,cisco,1.1,Linux,ipv4_cisco_2,tc_conf_ipv4_ifg_005.tcl,544,2024-07-29 12:57:00.669,2024-07-29,FAIL,to the remote host.,ipv4,12:57:00.669 .     Error:  Connnection failed to the remote host.,36.0,45.0,29,9.765,1,21984986,9,PTP Command / Domain Configuration Error,"command:, ptp, v2bc, v2tc, -1"
tc_conf_ipv4_ifg_005_20240729-130747.log,cisco,1.1,Linux,ipv4_cisco_2,tc_conf_ipv4_ifg_005.tcl,623,2024-07-29 13:10:40.724,2024-07-29,FAIL,to the remote host.,ipv4,13:10:40.724 .     Error:  Connnection failed to the remote host.,36.0,45.0,15,820.055,1,21984986,9,PTP Command / Domain Configuration Error,"command:, ptp, v2bc, v2tc, -1"
tc_conf_ipv4_ifg_005_20240729-130747.log,cisco,1.1,Linux,ipv4_cisco_2,tc_conf_ipv4_ifg_005.tcl,624,2024-07-29 13:10:43.795,2024-07-29,FAIL,to the remote host.,ipv4,13:10:43.795 .     Error:  Connnection failed to the remote host.,36.0,45.0,12,3.071,1,21984986,9,PTP Command / Domain Configuration Error,"command:, ptp, v2bc, v2tc, -1"
tc_conf_ipv4_ifg_005_20240729-130747.log,cisco,1.1,Linux,ipv4_cisco_2,tc_conf_ipv4_ifg_005.tcl,650,2024-07-29 13:10:46.868,2024-07-29,FAIL,to the remote host.,ipv4,13:10:46.868 .     Error:  Connnection failed to the remote host.,36.0,45.0,35,3.073,1,21984986,9,PTP Command / Domain Configuration Error,"command:, ptp, v2bc, v2tc, -1"
tc_conf_ipv4_ifg_005_20240729-141734.log,cisco,1.1,Linux,ipv4_cisco_2,tc_conf_ipv4_ifg_005.tcl,433,2024-07-29 14:18:05.796,2024-07-29,FAIL,Could not receive Ping reply from H2.,ipv4,14:18:05.796 # TEST CASE FAILED :Could not receive Ping reply from H2.,36.0,45.0,21,4038.928,1,21984986,5,Bit / Marker Configuration Error,"#, test, case, not, only"
tc_conf_ipv4_ifg_005_20240729-141734.log,cisco,1.1,Linux,ipv4_cisco_2,tc_conf_ipv4_ifg_005.tcl,446,2024-07-29 14:18:06.798,2024-07-29,FAIL,Could not receive Ping reply from H2.           #,ipv4,14:18:06.798 # Result: FAILED  Could not receive Ping reply from H2.           #,36.0,45.0,51,1.002,1,21984986,5,Bit / Marker Configuration Error,"#, test, case, not, only"
tc_conf_dtmf_hvg_012_20240730-133523.log,Kamailio,1.0,Linux,dtmf_testing_kamailio,tc_conf_dtmf_hvg_012,388,2024-07-30 13:35:52.701,2024-07-30,FAIL,to the remote host.,dtmf,13:35:52.701 .     Error:  Connection failed to the remote host.,46.0,46.0,30,0.0,1,19219092,9,PTP Command / Domain Configuration Error,"command:, ptp, v2bc, v2tc, -1"
tc_conf_dtmf_hvg_012_20240730-133830.log,Kamailio,1.0,Linux,dtmf_testing_kamailio,tc_conf_dtmf_hvg_012,388,2024-07-30 13:38:52.572,2024-07-30,FAIL,to the remote host.,dtmf,13:38:52.572 .     Error:  Connection failed to the remote host.,46.0,46.0,41,179.871,1,19219092,9,PTP Command / Domain Configuration Error,"command:, ptp, v2bc, v2tc, -1"
tc_conf_dtmf_hvg_012_20240730-152341.log,Kamailio,1.0,Linux,dtmf_testing_kamailio,tc_conf_dtmf_hvg_012,388,2024-07-30 15:24:06.206,2024-07-30,FAIL,to the remote host.,dtmf,15:24:06.206 .     Error:  Connection failed to the remote host.,46.0,46.0,20,6313.634,1,19219092,9,PTP Command / Domain Configuration Error,"command:, ptp, v2bc, v2tc, -1"
tc_conf_rtp_hvg_011_20240911-133526.log,Asterisk,1.5,Linux,dtmf_mgw,tc_conf_rtp_hvg_011,759,2024-09-11 13:36:39.707,2024-09-11,FAIL,"RTP packets are not sent by DUT(LMGW/MGW) with expected version, port and payload type fields.",rtp,"13:36:39.707 # TEST CASE FAILED :RTP packets are not sent by DUT(LMGW/MGW) with expected version, port and payload type fields.",2.0,31.0,45,0.0,1,88963823,5,Bit / Marker Configuration Error,"#, test, case, not, only"
tc_conf_rtp_hvg_011_20240911-133526.log,Asterisk,1.5,Linux,dtmf_mgw,tc_conf_rtp_hvg_011,771,2024-09-11 13:36:40.710,2024-09-11,FAIL,RTP packets are not sent by DUT(LMGW/MGW) with  #,rtp,13:36:40.710 # Result: FAILED  RTP packets are not sent by DUT(LMGW/MGW) with  #,2.0,31.0,44,1.003,1,88963823,5,Bit / Marker Configuration Error,"#, test, case, not, only"
tc_conf_sip_dtg_003_20240913-162254.log,Asterisk,1.5,Linux,sip_pbx,tc_conf_sip_dtg_003,1065,2024-09-13 16:23:25.177,2024-09-13,FAIL,DUT has not sent the SIP BYE Request to TEE.,sip,16:23:25.177 # TEST CASE FAILED :DUT has not sent the SIP BYE Request to TEE.,26.0,31.0,34,0.0,1,19919469,8,Announce / SIP Transmission Error,"dut, not, #, announce, does"
tc_conf_sip_dtg_003_20240913-162254.log,Asterisk,1.5,Linux,sip_pbx,tc_conf_sip_dtg_003,1078,2024-09-13 16:23:26.178,2024-09-13,FAIL,DUT has not sent the SIP BYE Request to TEE.    #,sip,16:23:26.178 # Result: FAILED  DUT has not sent the SIP BYE Request to TEE.    #,26.0,31.0,29,1.001,1,19919469,8,Announce / SIP Transmission Error,"dut, not, #, announce, does"
tc_conf_dtmf_dtg_002_20240923-111655.log,Asterisk,1.0,Linux,drmf_atserisk_testing,tc_conf_dtmf_dtg_002,467,2024-09-23 11:17:06.731,2024-09-23,FAIL,"to shutdown socket 5, errno = 107 (Transport endpoint is not connected)2024-09-23	11:17:06.696137	1727070426.696137: Error on TCP connection, remote peer probably closed the socket: Connection refused]0;root@localhost:~[root@localhost ~]# .     Could not send REGISTER request from the SIP User Agent Client.",dtmf,"11:17:06.731 2024-09-23	11:17:06.695968	1727070426.695968: Failed to shutdown socket 5, errno = 107 (Transport endpoint is not connected)2024-09-23	11:17:06.696137	1727070426.696137: Error on TCP connection, remote peer probably closed the socket: Connection refused]0;root@localhost:~[root@localhost ~]# .     Could not send REGISTER request from the SIP User Agent Client.",46.0,31.0,16,0.0,1,23315772,5,Bit / Marker Configuration Error,"#, test, case, not, only"
tc_conf_dtmf_dtg_002_20240924-182938.log,Asterisk,1.0,Linux,drmf_atserisk_testing,tc_conf_dtmf_dtg_002,467,2024-09-24 18:30:02.266,2024-09-24,FAIL,"to shutdown socket 5, errno = 107 (Transport endpoint is not connected)2024-09-24	18:30:02.250858	1727182802.250858: Error on TCP connection, remote peer probably closed the socket: Connection refused]0;root@localhost:~[root@localhost ~]# .     Could not send REGISTER request from the SIP User Agent Client.",dtmf,"18:30:02.266 2024-09-24	18:30:02.250711	1727182802.250711: Failed to shutdown socket 5, errno = 107 (Transport endpoint is not connected)2024-09-24	18:30:02.250858	1727182802.250858: Error on TCP connection, remote peer probably closed the socket: Connection refused]0;root@localhost:~[root@localhost ~]# .     Could not send REGISTER request from the SIP User Agent Client.",46.0,31.0,15,112375.535,1,23315772,5,Bit / Marker Configuration Error,"#, test, case, not, only"
tc_conf_tcp_hvg_003_20240927-161728.log,Dinstar,1.2,Linux,dtmf_test_mgw,tc_conf_tcp_hvg_003,685,2024-09-27 16:19:07.654,2024-09-27,FAIL,DUT has not sent the expected TCP SIP packets during the call phase.,tcp,16:19:07.654 # TEST CASE FAILED :DUT has not sent the expected TCP SIP packets during the call phase.,12.0,105.0,53,0.0,1,1030538,8,Announce / SIP Transmission Error,"dut, not, #, announce, does"
tc_conf_tcp_hvg_003_20240927-161728.log,Dinstar,1.2,Linux,dtmf_test_mgw,tc_conf_tcp_hvg_003,698,2024-09-27 16:19:08.657,2024-09-27,FAIL,DUT has not sent the expected TCP SIP packets   #,tcp,16:19:08.657 # Result: FAILED  DUT has not sent the expected TCP SIP packets   #,12.0,105.0,15,1.003,1,1030538,8,Announce / SIP Transmission Error,"dut, not, #, announce, does"
tc_conf_tcp_hvg_003_20240927-161917.log,Dinstar,1.2,Linux,dtmf_test_mgw,tc_conf_tcp_hvg_003,554,2024-09-27 16:19:46.036,2024-09-27,FAIL,DUT has not sent the expected TCP SIP packets during registration phase.,tcp,16:19:46.036 # TEST CASE FAILED :DUT has not sent the expected TCP SIP packets during registration phase.,12.0,105.0,22,37.379,1,1030538,8,Announce / SIP Transmission Error,"dut, not, #, announce, does"
tc_conf_tcp_hvg_003_20240927-161917.log,Dinstar,1.2,Linux,dtmf_test_mgw,tc_conf_tcp_hvg_003,567,2024-09-27 16:19:47.038,2024-09-27,FAIL,DUT has not sent the expected TCP SIP packets   #,tcp,16:19:47.038 # Result: FAILED  DUT has not sent the expected TCP SIP packets   #,12.0,105.0,27,1.002,1,1030538,8,Announce / SIP Transmission Error,"dut, not, #, announce, does"
tc_conf_tcp_hvg_003_20240927-161954.log,Dinstar,1.2,Linux,dtmf_test_mgw,tc_conf_tcp_hvg_003,554,2024-09-27 16:20:30.272,2024-09-27,FAIL,DUT has not sent the expected TCP SIP packets during registration phase.,tcp,16:20:30.272 # TEST CASE FAILED :DUT has not sent the expected TCP SIP packets during registration phase.,12.0,105.0,56,43.234,1,1030538,8,Announce / SIP Transmission Error,"dut, not, #, announce, does"
tc_conf_tcp_hvg_003_20240927-161954.log,Dinstar,1.2,Linux,dtmf_test_mgw,tc_conf_tcp_hvg_003,567,2024-09-27 16:20:31.275,2024-09-27,FAIL,DUT has not sent the expected TCP SIP packets   #,tcp,16:20:31.275 # Result: FAILED  DUT has not sent the expected TCP SIP packets   #,12.0,105.0,38,1.003,1,1030538,8,Announce / SIP Transmission Error,"dut, not, #, announce, does"
tc_conf_udp_hvg_003_20240927-095808.log,Dinstar,1.1,Linux,dtmf_test_mgw,tc_conf_udp_hvg_003,478,2024-09-27 09:58:32.587,2024-09-27,FAIL,DUT has not sent the SIP packets with expected UDP header fields in registration phase.,udp,09:58:32.587 # TEST CASE FAILED :DUT has not sent the SIP packets with expected UDP header fields in registration phase.,81.0,105.0,46,0.0,1,1030538,8,Announce / SIP Transmission Error,"dut, not, #, announce, does"
tc_conf_udp_hvg_003_20240927-095808.log,Dinstar,1.1,Linux,dtmf_test_mgw,tc_conf_udp_hvg_003,489,2024-09-27 09:58:33.589,2024-09-27,FAIL,DUT has not sent the SIP packets with expected  #,udp,09:58:33.589 # Result: FAILED  DUT has not sent the SIP packets with expected  #,81.0,105.0,31,1.002,1,1030538,8,Announce / SIP Transmission Error,"dut, not, #, announce, does"
tc_conf_udp_hvg_003_20240927-100118.log,Dinstar,1.1,Linux,dtmf_test_mgw,tc_conf_udp_hvg_003,478,2024-09-27 10:01:53.361,2024-09-27,FAIL,DUT has not sent the SIP packets with expected UDP header fields in registration phase.,udp,10:01:53.361 # TEST CASE FAILED :DUT has not sent the SIP packets with expected UDP header fields in registration phase.,81.0,105.0,60,199.772,1,1030538,8,Announce / SIP Transmission Error,"dut, not, #, announce, does"
tc_conf_udp_hvg_003_20240927-100118.log,Dinstar,1.1,Linux,dtmf_test_mgw,tc_conf_udp_hvg_003,489,2024-09-27 10:01:54.363,2024-09-27,FAIL,DUT has not sent the SIP packets with expected  #,udp,10:01:54.363 # Result: FAILED  DUT has not sent the SIP packets with expected  #,81.0,105.0,11,1.002,1,1030538,8,Announce / SIP Transmission Error,"dut, not, #, announce, does"
tc_conf_udp_hvg_003_20240927-153326.log,Dinstar,1.2,Linux,dtmf_test_mgw,tc_conf_udp_hvg_003,476,2024-09-27 15:34:00.182,2024-09-27,FAIL,DUT has not sent the SIP packets with expected UDP header fields in registration phase.,udp,15:34:00.182 # TEST CASE FAILED :DUT has not sent the SIP packets with expected UDP header fields in registration phase.,81.0,105.0,41,19925.819,1,1030538,8,Announce / SIP Transmission Error,"dut, not, #, announce, does"
tc_conf_udp_hvg_003_20240927-153326.log,Dinstar,1.2,Linux,dtmf_test_mgw,tc_conf_udp_hvg_003,487,2024-09-27 15:34:01.185,2024-09-27,FAIL,DUT has not sent the SIP packets with expected  #,udp,15:34:01.185 # Result: FAILED  DUT has not sent the SIP packets with expected  #,81.0,105.0,17,1.003,1,1030538,8,Announce / SIP Transmission Error,"dut, not, #, announce, does"
tc_conf_udp_hvg_003_20240927-154127.log,Dinstar,1.2,Linux,dtmf_test_mgw,tc_conf_udp_hvg_003,477,2024-09-27 15:41:38.132,2024-09-27,FAIL,DUT has not sent the SIP packets with expected UDP header fields in registration phase.,udp,15:41:38.132 # TEST CASE FAILED :DUT has not sent the SIP packets with expected UDP header fields in registration phase.,81.0,105.0,40,456.947,1,1030538,8,Announce / SIP Transmission Error,"dut, not, #, announce, does"
tc_conf_udp_hvg_003_20240927-154127.log,Dinstar,1.2,Linux,dtmf_test_mgw,tc_conf_udp_hvg_003,488,2024-09-27 15:41:39.133,2024-09-27,FAIL,DUT has not sent the SIP packets with expected  #,udp,15:41:39.133 # Result: FAILED  DUT has not sent the SIP packets with expected  #,81.0,105.0,59,1.001,1,1030538,8,Announce / SIP Transmission Error,"dut, not, #, announce, does"
tc_conf_udp_hvg_003_20240930-131421.log,Dinstar,1.2,Linux,dtmf_test_mgw,tc_conf_udp_hvg_003,438,2024-09-30 13:14:49.015,2024-09-30,FAIL,to establish and end the call. INVITE 180 200 ACK,udp,13:14:49.015 .     Error:  DUT has failed to establish and end the call. INVITE 180 200 ACK,81.0,105.0,22,250389.882,1,1030538,5,Bit / Marker Configuration Error,"#, test, case, not, only"
tc_conf_udp_hvg_003_20240930-131421.log,Dinstar,1.2,Linux,dtmf_test_mgw,tc_conf_udp_hvg_003,446,2024-09-30 13:14:49.017,2024-09-30,FAIL,DUT has not sent the SIP packets with expected UDP  header fields in call establishment phase.,udp,13:14:49.017 # TEST CASE FAILED :DUT has not sent the SIP packets with expected UDP  header fields in call establishment phase.,81.0,105.0,39,0.002,1,1030538,8,Announce / SIP Transmission Error,"dut, not, #, announce, does"
tc_conf_udp_hvg_003_20240930-131421.log,Dinstar,1.2,Linux,dtmf_test_mgw,tc_conf_udp_hvg_003,457,2024-09-30 13:14:50.020,2024-09-30,FAIL,DUT has not sent the SIP packets with expected  #,udp,13:14:50.020 # Result: FAILED  DUT has not sent the SIP packets with expected  #,81.0,105.0,55,1.003,1,1030538,8,Announce / SIP Transmission Error,"dut, not, #, announce, does"
tc_conf_udp_hvg_003_20240930-133653.log,Dinstar,1.2,Linux,dtmf_test_mgw,tc_conf_udp_hvg_003,552,2024-09-30 13:38:38.452,2024-09-30,FAIL,to establish and end the call. BYE is/are missing,udp,13:38:38.452 .     Error:  DUT has failed to establish and end the call. BYE is/are missing,81.0,105.0,23,1428.432,1,1030538,5,Bit / Marker Configuration Error,"#, test, case, not, only"
tc_conf_udp_hvg_003_20240930-133653.log,Dinstar,1.2,Linux,dtmf_test_mgw,tc_conf_udp_hvg_003,560,2024-09-30 13:38:38.453,2024-09-30,FAIL,DUT has not sent the SIP packets with expected UDP  header fields in call establishment phase.,udp,13:38:38.453 # TEST CASE FAILED :DUT has not sent the SIP packets with expected UDP  header fields in call establishment phase.,81.0,105.0,48,0.001,1,1030538,8,Announce / SIP Transmission Error,"dut, not, #, announce, does"
